current_position,action,current_balance,close,next_close,SLTP,current_profit,balance,active_position
short,short,202.7,15506.6,15504.4,-,2.2,204.9,2
short,hold,204.9,15504.4,15507.0,-,-2.6,202.3,2
short,long,202.3,15507.0,15505.8,-,0.0,202.3,0
hold,hold,202.3,15505.8,15503.9,-,0.0,202.3,0
hold,short,200.8,15503.9,15502.3,-,1.6,202.4,2
short,hold,202.4,15502.3,15490.9,-,11.4,213.8,2
short,long,213.8,15490.9,15483.1,-,0.0,213.8,0
hold,short,212.3,15483.1,15488.3,Stop Loss,-5.0,207.3,0
hold,short,205.8,15488.3,15490.3,-,-2.0,203.8,2
short,short,203.8,15490.3,15491.8,-,-1.5,202.3,2
short,short,202.3,15491.8,15491.6,-,0.2,202.5,2
short,hold,202.5,15491.6,15488.5,-,3.1,205.6,2
short,short,205.6,15488.5,15485.4,-,3.1,208.7,2
short,hold,208.7,15485.4,15488.1,-,-2.7,206.0,2
short,short,206.0,15488.1,15489.9,-,-1.8,204.2,2
short,short,204.2,15489.9,15490.4,-,-0.5,203.7,2
short,short,203.7,15490.4,15490.1,-,0.3,204.0,2
short,hold,204.0,15490.1,15488.3,-,1.8,205.8,2
short,short,205.8,15488.3,15488.9,-,-0.6,205.2,2
short,short,205.2,15488.9,15487.3,-,1.6,206.8,2
short,long,206.8,15487.3,15489.5,-,0.0,206.8,0
hold,long,205.3,15489.5,15489.8,-,0.3,205.6,1
long,short,205.6,15489.8,15493.3,-,0.0,205.6,0
hold,long,204.1,15493.3,15496.4,-,3.1,207.2,1
long,long,207.2,15496.4,15491.4,-,-5.0,202.2,1
long,hold,202.2,15491.4,15495.1,-,3.7,205.9,1
long,hold,205.9,15495.1,15494.0,-,-1.1,204.8,1
